title,location,price_raw,price_value,bhk,bathrooms,super_area_sqft,carpet_area_sqft,rent_real,initial_monthly_rent,property_price,interest_rate,down_payment_percent,down_payment,loan_amount,monthly_emi,effective_rent,total_tax_buy,total_tax_rent,final_buying_cost,final_renting_cost,decision,search_text
"4 BHK Flat for Sale in Assetz Sora and Saki Phase 3, Bagaluru, Bangalore","assetz sora and saki phase 3, bagaluru, bangalore",₹2.50 Cr,25000000,4,4,2168.0,,195000.0,195000.0,25000000,8.5,0.25,6250000.0,18750000.0,162717.0,162717.0,3750000.0,11700000.0,28750000.0,58500000.0,BUY,"4 BHK Flat for Sale in Assetz Sora and Saki Phase 3, Bagaluru, Bangalore located in assetz sora and saki phase 3, bagaluru, bangalore"
"3 BHK Flat for Sale in DNR Arista, Bellandur, Outer Ring Road, Bangalore","dnr arista, bellandur, outer ring road, bangalore",₹2.91 Cr,29100000,3,3,1749.0,,70000.0,70000.0,29100000,8.5,0.25,7275000.0,21825000.0,189402.0,189402.0,4365000.0,4200000.0,33465000.0,21000000.0,RENT,"3 BHK Flat for Sale in DNR Arista, Bellandur, Outer Ring Road, Bangalore located in dnr arista, bellandur, outer ring road, bangalore"
"4 BHK Flat for Sale in Lodha Mirabelle Phase 2, Thanisandra Main Road, Bangalore","lodha mirabelle phase 2, thanisandra main road, bangalore",₹3.80 Cr,38000000,4,2,2952.0,,195000.0,195000.0,38000000,8.5,0.25,9500000.0,28500000.0,247330.0,247330.0,5700000.0,11700000.0,43700000.0,58500000.0,BUY,"4 BHK Flat for Sale in Lodha Mirabelle Phase 2, Thanisandra Main Road, Bangalore located in lodha mirabelle phase 2, thanisandra main road, bangalore"
"3 BHK Flat for Sale in SBR One Residence, Whitefield, Bangalore","sbr one residence, whitefield, bangalore",₹2.37 Cr,23700000,3,3,1692.0,,70000.0,70000.0,23700000,8.5,0.25,5925000.0,17775000.0,154256.0,154256.0,3555000.0,4200000.0,27255000.0,21000000.0,RENT,"3 BHK Flat for Sale in SBR One Residence, Whitefield, Bangalore located in sbr one residence, whitefield, bangalore"
"3 BHK Flat for Sale in Godrej Woods, Thanisandra Main Road, Bangalore","godrej woods, thanisandra main road, bangalore",₹3.31 Cr,33100000,3,3,,1194.0,70000.0,70000.0,33100000,8.5,0.25,8275000.0,24825000.0,215437.0,215437.0,4965000.0,4200000.0,38065000.0,21000000.0,RENT,"3 BHK Flat for Sale in Godrej Woods, Thanisandra Main Road, Bangalore located in godrej woods, thanisandra main road, bangalore"
"4 BHK Flat for Sale in Prestige Raintree Park, Varthur, Bangalore","prestige raintree park, varthur, bangalore",₹3.51 Cr,35100000,4,4,2474.0,,195000.0,195000.0,35100000,8.5,0.25,8775000.0,26325000.0,228454.0,228454.0,5265000.0,11700000.0,40365000.0,58500000.0,BUY,"4 BHK Flat for Sale in Prestige Raintree Park, Varthur, Bangalore located in prestige raintree park, varthur, bangalore"
"2 BHK Flat for Sale in Birla Evara, Sarjapur Road, Bangalore","birla evara, sarjapur road, bangalore",₹1.40 Cr,14000000,2,2,857.0,,43000.0,43000.0,14000000,8.5,0.25,3500000.0,10500000.0,91121.0,91121.0,2100000.0,2580000.0,16100000.0,12900000.0,RENT,"2 BHK Flat for Sale in Birla Evara, Sarjapur Road, Bangalore located in birla evara, sarjapur road, bangalore"
"3 BHK Flat for Sale in Lodha Haven, Hosa Road, off Hosur Road, Bangalore","lodha haven, hosa road, off hosur road, bangalore",₹2.21 Cr,22100000,3,3,1300.0,,70000.0,70000.0,22100000,8.5,0.25,5525000.0,16575000.0,143842.0,143842.0,3315000.0,4200000.0,25415000.0,21000000.0,RENT,"3 BHK Flat for Sale in Lodha Haven, Hosa Road, off Hosur Road, Bangalore located in lodha haven, hosa road, off hosur road, bangalore"
"3 BHK Flat for Sale in Prestige Serenity Shores, Varthur, Bangalore","prestige serenity shores, varthur, bangalore",₹2.61 Cr,26100000,3,3,2000.0,,70000.0,70000.0,26100000,8.5,0.25,6525000.0,19575000.0,169876.0,169876.0,3915000.0,4200000.0,30015000.0,21000000.0,RENT,"3 BHK Flat for Sale in Prestige Serenity Shores, Varthur, Bangalore located in prestige serenity shores, varthur, bangalore"
"4 BHK Flat for Sale in Nambiar District 25, Sarjapur Road, Bangalore","nambiar district 25, sarjapur road, bangalore",₹3.09 Cr,30900000,4,4,2512.0,,195000.0,195000.0,30900000,8.5,0.25,7725000.0,23175000.0,201118.0,201118.0,4635000.0,11700000.0,35535000.0,58500000.0,BUY,"4 BHK Flat for Sale in Nambiar District 25, Sarjapur Road, Bangalore located in nambiar district 25, sarjapur road, bangalore"
"3 BHK Flat for Sale in Sumadhura Pramoda, RR Nagar, Bangalore","sumadhura pramoda, rr nagar, bangalore",₹2.24 Cr,22400000,3,3,2055.0,,70000.0,70000.0,22400000,8.5,0.25,5600000.0,16800000.0,145794.0,145794.0,3360000.0,4200000.0,25760000.0,21000000.0,RENT,"3 BHK Flat for Sale in Sumadhura Pramoda, RR Nagar, Bangalore located in sumadhura pramoda, rr nagar, bangalore"
"3 BHK Flat for Sale in Goyal Orchid Salisbury, Thanisandra Main Road, Bangalore","goyal orchid salisbury, thanisandra main road, bangalore",₹1.86 Cr,18600000,3,3,1675.0,,70000.0,70000.0,18600000,8.5,0.25,4650000.0,13950000.0,121061.0,121061.0,2790000.0,4200000.0,21390000.0,21000000.0,RENT,"3 BHK Flat for Sale in Goyal Orchid Salisbury, Thanisandra Main Road, Bangalore located in goyal orchid salisbury, thanisandra main road, bangalore"
"2 BHK Flat for Sale in Gopalan Florenza, Stage 6th Banashankari, Bangalore","gopalan florenza, stage 6th banashankari, bangalore",₹1.47 Cr,14700000,2,2,1310.0,,43000.0,43000.0,14700000,8.5,0.25,3675000.0,11025000.0,95678.0,95678.0,2205000.0,2580000.0,16905000.0,12900000.0,RENT,"2 BHK Flat for Sale in Gopalan Florenza, Stage 6th Banashankari, Bangalore located in gopalan florenza, stage 6th banashankari, bangalore"
"3 BHK Flat for Sale in Inspira Winds Of Life, Sarjapura Attibele Road, Bangalore","inspira winds of life, sarjapura attibele road, bangalore",₹2.14 Cr,21400000,3,3,2551.0,,70000.0,70000.0,21400000,8.5,0.25,5350000.0,16050000.0,139286.0,139286.0,3210000.0,4200000.0,24610000.0,21000000.0,RENT,"3 BHK Flat for Sale in Inspira Winds Of Life, Sarjapura Attibele Road, Bangalore located in inspira winds of life, sarjapura attibele road, bangalore"
"3 BHK Flat for Sale in Provident Botanico, Soukya Road, Bangalore","provident botanico, soukya road, bangalore",₹1.30 Cr,13000000,3,3,1334.0,,70000.0,70000.0,13000000,8.5,0.25,3250000.0,9750000.0,84613.0,84613.0,1950000.0,4200000.0,14950000.0,21000000.0,BUY,"3 BHK Flat for Sale in Provident Botanico, Soukya Road, Bangalore located in provident botanico, soukya road, bangalore"
"3 BHK Flat for Sale in Divyasree 77 Life, HAL Old Airport Road, Bangalore","divyasree 77 life, hal old airport road, bangalore",₹10.36 Cr,103600000,3,3,5148.0,,70000.0,70000.0,103600000,8.5,0.25,25900000.0,77700000.0,674299.0,674299.0,15540000.0,4200000.0,119140000.0,21000000.0,RENT,"3 BHK Flat for Sale in Divyasree 77 Life, HAL Old Airport Road, Bangalore located in divyasree 77 life, hal old airport road, bangalore"
"3 BHK Flat for Sale in Mathapathi Grand Field, Gunjur, Bangalore","mathapathi grand field, gunjur, bangalore",₹1.46 Cr,14600000,3,3,1685.0,,70000.0,70000.0,14600000,8.5,0.25,3650000.0,10950000.0,95027.0,95027.0,2190000.0,4200000.0,16790000.0,21000000.0,BUY,"3 BHK Flat for Sale in Mathapathi Grand Field, Gunjur, Bangalore located in mathapathi grand field, gunjur, bangalore"
"2 BHK Flat for Sale in High Life Towers, Thanisandra, Bangalore","high life towers, thanisandra, bangalore",₹1.20 Cr,12000000,2,2,,674.0,43000.0,43000.0,12000000,8.5,0.25,3000000.0,9000000.0,78104.0,78104.0,1800000.0,2580000.0,13800000.0,12900000.0,RENT,"2 BHK Flat for Sale in High Life Towers, Thanisandra, Bangalore located in high life towers, thanisandra, bangalore"
"3 BHK Flat for Sale in Amberstone Ventara Residences, Sarjapur Road, Bangalore","amberstone ventara residences, sarjapur road, bangalore",₹1.59 Cr,15900000,3,3,1610.0,,70000.0,70000.0,15900000,8.5,0.25,3975000.0,11925000.0,103488.0,103488.0,2385000.0,4200000.0,18285000.0,21000000.0,BUY,"3 BHK Flat for Sale in Amberstone Ventara Residences, Sarjapur Road, Bangalore located in amberstone ventara residences, sarjapur road, bangalore"
"3 BHK Flat for Sale in Binary Etania, Sarjapur Road, Bangalore","binary etania, sarjapur road, bangalore",₹1.40 Cr,14000000,3,3,1652.0,,70000.0,70000.0,14000000,8.5,0.25,3500000.0,10500000.0,91121.0,91121.0,2100000.0,4200000.0,16100000.0,21000000.0,BUY,"3 BHK Flat for Sale in Binary Etania, Sarjapur Road, Bangalore located in binary etania, sarjapur road, bangalore"
"4 BHK Flat for Sale in Birla Evara, Sarjapur Road, Bangalore","birla evara, sarjapur road, bangalore",₹2.75 Cr,27500000,4,4,,1733.0,195000.0,195000.0,27500000,8.5,0.25,6875000.0,20625000.0,178989.0,178989.0,4125000.0,11700000.0,31625000.0,58500000.0,BUY,"4 BHK Flat for Sale in Birla Evara, Sarjapur Road, Bangalore located in birla evara, sarjapur road, bangalore"
4 BHK Villa for Sale in Budigere Bangalore,budigere bangalore,₹4.22 Cr,42200000,4,4,3938.0,,195000.0,195000.0,42200000,8.5,0.25,10550000.0,31650000.0,274666.0,274666.0,6330000.0,11700000.0,48530000.0,58500000.0,BUY,4 BHK Villa for Sale in Budigere Bangalore located in budigere bangalore
"3 BHK Flat for Sale in JRC Wild Woods, Sarjapur Road, Bangalore","jrc wild woods, sarjapur road, bangalore",₹3.53 Cr,35300000,3,3,2300.0,,70000.0,70000.0,35300000,8.5,0.25,8825000.0,26475000.0,229756.0,229756.0,5295000.0,4200000.0,40595000.0,21000000.0,RENT,"3 BHK Flat for Sale in JRC Wild Woods, Sarjapur Road, Bangalore located in jrc wild woods, sarjapur road, bangalore"
"3 BHK Flat for Sale in Natures Lap By 5 Elements, Tumkur Road, Bangalore","natures lap by 5 elements, tumkur road, bangalore",₹1.48 Cr,14800000,3,3,1650.0,,70000.0,70000.0,14800000,8.5,0.25,3700000.0,11100000.0,96328.0,96328.0,2220000.0,4200000.0,17020000.0,21000000.0,BUY,"3 BHK Flat for Sale in Natures Lap By 5 Elements, Tumkur Road, Bangalore located in natures lap by 5 elements, tumkur road, bangalore"
"3 BHK Flat for Sale in Vaishnavi At One Krishna Brindavan, Stage 2nd Banashankari, Bangalore","vaishnavi at one krishna brindavan, stage 2nd banashankari, bangalore",₹3.51 Cr,35100000,3,3,2051.0,,70000.0,70000.0,35100000,8.5,0.25,8775000.0,26325000.0,228454.0,228454.0,5265000.0,4200000.0,40365000.0,21000000.0,RENT,"3 BHK Flat for Sale in Vaishnavi At One Krishna Brindavan, Stage 2nd Banashankari, Bangalore located in vaishnavi at one krishna brindavan, stage 2nd banashankari, bangalore"
